0,2267
0,6792
0,1384
0,1656
0,6879
0,8939
0,8226
0,1664
0,3809
0,3595
0,299
0,1138
0,9563
0,7695
0,2634
0,4100
0,8198
0,4301
0,9596
0,9891
0,9544
0,1063
0,8019
0,8936
0,9127
0,5574
0,3937
0,3360
0,1879
0,8784
0,1260
0,1020
0,3594
0,4640
0,7508
0,4873
0,7583
0,7036
0,8673
0,9987
0,2246
0,682
0,7610
0,3270
0,5847
0,3459
0,2330
0,648
0,4431
0,8265
0,5352
0,8392
0,2426
0,8745
0,9459
0,8639
0,6968
0,909
0,1004
0,7823
0,5918
0,8465
0,5586
0,215
0,2066
0,1566
0,1701
0,9861
0,2502
0,6703
0,1553
0,3166
0,9543
0,8997
0,5288
0,6985
0,8338
0,8957
0,5791
0,9889
0,2916
0,8816
0,9879
0,375
0,5560
0,1686
0,9664
0,2054
0,4096
0,4018
0,2240
0,9916
0,4699
0,1093
0,8902
0,7016
0,6744
0,8530
0,9295
0,3714
0,2559
0,8952
0,7209
0,4712
0,2023
0,8792
0,4736
0,3352
0,6315
0,7939
0,9903
0,9141
0,7802
0,8037
0,4751
0,4592
0,8052
0,6552
0,8027
0,9902
0,2202
0,7428
0,3629
0,8830
0,4907
0,3781
0,3380
0,5103
0,8758
0,3372
0,7606
0,9419
0,6128
0,59
0,6049
0,2569
0,5458
0,6067
0,8862
0,5524
0,8230
0,4118
0,2532
0,274
0,7724
0,9053
0,5255
0,5349
0,1137
0,2665
0,9506
0,1450
0,8132
0,3672
0,6030
0,7122
0,7010
0,8797
0,2311
0,8341
0,5166
0,5808
0,7911
0,892
0,4687
0,6858
0,8905
0,5398
0,1482
0,5091
0,7454
0,8999
0,7625
0,8137
0,7035
0,6781
0,4286
0,1100
0,6069
0,3733
0,8793
0,4314
0,1031
0,9907
0,103
0,7174
0,217
0,1864
0,6438
0,6531
0,6635
0,3624
0,4675
0,1679
0,1636
0,3149
0,8888
0,7956
0,4443
0,1344
0,5198
0,3238
0,1925
0,3627
0,4610
0,5596
0,2190
0,7504
0,5877
0,5708
0,3784
0,5279
0,4546
0,6215
0,4054
0,8885
0,2483
0,8304
0,4025
0,400
0,3203
0,5525
0,1362
0,5443
0,7465
0,6899
0,6058
0,4307
0,7846
0,8129
0,9352
0,570
0,4680
0,3045
0,7372
0,2691
0,3770
0,6586
0,2425
0,3610
0,9807
0,9413
0,9137
0,258
0,4422
0,4972
0,7478
0,1667
0,1301
0,2297
0,5627
0,7952
0,872
0,8875
0,4799
0,4967
0,7272
0,3999
0,8993
0,3480
0,8956
0,2298
0,5062
0,2140
1,751
1,4466
1,9715
1,3910
1,8402
1,1968
1,1810
1,7707
1,2957
1,9109
1,3244
1,3499
1,9391
1,1834
1,7650
1,2060
1,2007
1,6743
1,228
1,7563
1,8152
1,326
1,4969
1,3533
1,8889
1,6775
1,2969
1,6239
1,6243
1,7117
1,5931
1,8620
1,8479
1,2563
1,6808
1,3276
1,7760
1,4234
1,2822
1,7830
1,8671
2,1055
2,7421
2,3712
2,798
2,2214
2,113
2,4638
2,6382
2,2456
2,7290
2,2673
2,777
2,4990
2,8236
2,5995
2,7489
2,7991
2,2487
2,3014
2,5192
2,2243
2,886
2,5407
2,8794
2,161
2,9180
2,6699
2,3816
2,3321
2,3934
2,5871
2,276
2,2430
2,9173
2,5867
2,4569
2,3885
2,3449
2,835
2,2570
2,9094
2,5994
2,6658
2,6599
2,2953
2,2772
2,632
2,7044
2,5093
2,5463
2,4113
2,7460
2,4624
2,7998
2,6165
2,6031
2,6062
2,4664
2,2918
2,3514
2,1909
2,1079
2,4910
2,9975
2,8096
2,723
2,4635
2,8728
2,1524
2,1503
2,2644
2,8825
2,1487
2,7542
2,4407
2,2283
2,6344
2,5347
2,3662
2,8861
2,6897
2,9344
2,628
2,7888
2,3316
2,6083
2,3578
2,5396
2,8893
2,4756
2,4866
2,8598
2,9636
2,2319
2,6433
2,6299
2,8836
2,2058
2,5119
2,7762
2,9415
2,9800
2,5446
2,6189
2,3346
2,5731
2,7366
2,6480
2,2924
2,8747
2,8144
2,8021
2,3486
2,7835
2,8163
2,6439
2,7155
2,6116
2,7685
2,9946
2,545
2,3830
2,2340
2,7626
2,2749
2,4503
2,1632
2,9996
2,5939
2,16
2,107
2,361
2,4713
2,7281
2,1428
2,7797
2,6353
2,8117
2,1506
2,3639
2,9689
2,8298
2,6250
2,9952
2,9192
2,9687
2,2130
2,7334
2,9237
2,6922
2,9576
2,1129
2,7443
2,1754
2,6654
2,7374
2,2250
2,5176
2,6078
2,2305
2,4646
2,6825
2,394
2,5620
2,1855
2,7028
2,8622
2,6265
2,6721
2,2367
2,5025
2,454
2,1923
2,2399
2,3176
2,7858
2,7141
2,5090
2,9427
2,80
2,9875
2,6423
2,387
2,869
2,833
2,1790
2,9092
2,2090
2,7243
2,9612
2,8502
2,9827
2,5634
2,2462
2,8357
2,8425
2,5627
2,1851
2,7970
2,4799
2,9807
2,418
2,3423
2,7448
2,4789
2,1124
2,5062
2,2390
2,933
2,4010
2,2298
2,7952
3,5526
3,4280
3,7017
3,4435
3,784
3,3541
3,2198
3,3416
3,7633
3,8686
3,8201
3,1026
3,2627
3,5567
3,617
3,9403
3,4359
3,5579
3,8948
3,923
3,4123
3,6911
3,4331
3,7112
3,6726
3,8809
4,9802
4,530
4,3753
4,1681
4,6962
4,1897
4,2797
4,8608
4,7697
4,3870
4,3225
4,4651
4,6235
4,2120
4,4794
4,6809
4,3261
4,1685
4,5523
4,954
4,1690
4,3846
4,1497
4,393
4,5130
4,17
4,2477
4,6455
4,3961
4,8634
4,7877
4,3337
4,222
4,950
4,4813
4,4531
4,5257
4,7810
4,2201
4,3640
4,1174
4,8857
4,7197
4,6662
4,4122
4,2577
4,625
4,6498
4,2975
4,4355
4,2132
4,558
4,1175
4,8783
4,5169
4,6422
4,8883
4,7947
4,7635
4,9609
4,1231
4,485
4,3428
4,9179
4,7716
4,8156
4,7105
4,5006
4,4298
4,2465
4,3751
4,1975
4,9771
4,5629
